,link,writer,date,view,text
0,https://band.us/band/86294308/post/147,테드군,2022년 10월 23일 오후 4:44,36 읽음,소철 입니다 한달전 화원에서 분갈이 후 데려왔는데요잎 끝이 색깔이 연해지는데가 생기는것 같아요물은 보름지나서 속흙이 완전히 마를때 주고있는데물부족일까요 햇빛부족? 아니면 분갈이가 잘못 된건지...소견좀 부탁드려요~ㅠ
0,https://band.us/band/86294308/post/148,박소민,2022년 10월 23일 오후 8:01,38 읽음,칼라디움 위에 마사토를 뿌려두었는데오늘 마사토를 걷어보니까 흙 밖으로 뿌리가 나와 있네요..!다시 분갈이 해야 하는 걸까요...?아직 분갈이한지 한달 지났는데 너무 잘 자라고 있긴 한데..분갈이 할때 제가 너무 위로 심은 걸까요?
0,https://band.us/band/86294308/post/149,꽃피우는시간,2022년 10월 24일 오후 12:52,66 읽음,"신 제품 '뿌리를 살려주는 영양제' 오늘 펀딩 오픈!📢오늘(10/24 월요일) 17:30부터 펀딩 가능해요.1병 더 이벤트 참여하시려면, 오늘 내에 펀딩해 주셔야 해요~!https://www.wadiz.kr/web/wcomingsoon/rwd/159644"
0,https://band.us/band/86294308/post/150,조현욱,2022년 10월 25일 오후 5:36,43 읽음,파키라 외에도 많이 힘들어보이는 식물이 많은데 일단 이 친구가 제일 아파보여서 찍어서 올립니다. 사무실에 온지는 3주 되었는데 힘도 쳐지고 색도 희미해지고 안쪽에 썩은 부분도 보입니다. 처음 식물 기르는데 이 친구 포함해서 10개 들여왔습니다. 사무실이 서쪽이라 빛을 많이 못봐서 일까요? 햇빛보충제를 보고 우와하면서 펀딩했는데 문제는 펀딩을 기다리지 못할 듯한 이 친구들이네요.
0,https://band.us/band/86294308/post/151,봄,2022년 10월 26일 오전 10:47,51 읽음,똥손이라서요 ㅜ 잘안죽고 키우기 편한 식물 추천좀 해주세요 이왕 초록초록하고 공기정화식물위주로 부탁드려요~현재 여인초 스파티필름 유카 산세베리아 스투키 키우고있어요
0,https://band.us/band/86294308/post/152,초예,2022년 10월 26일 오후 7:25,62 읽음,".무작정 따사로운 햇볕 질렀습니다.근데 이거 원액을 뿌리는겁니까? 아니면, 물에 희석해서 뿌리는겁니까?"
0,https://band.us/band/86294308/post/153,구인정(루미나드)경남창원,2022년 10월 27일 오전 7:57,33 읽음,안녕하세요 지금키우고 있는 것들 중 힘이 없는 아이들 사진 올려봅니다 꽃도 보여주고 했던 애들인데 분갈이를 잘 못했는지 줄기들이 힘이없습니다 과습도 이유일까요?
0,https://band.us/band/86294308/post/154,오복남,2022년 10월 27일 오후 4:36,46 읽음,안녕하세요꽃피우는시간 영양제구입후 궁금해서 올려요쟈스민을 봄에 분갈이후 실내로들인지 한달정도됐는데쳐지면서 잎파리 색도 노랗게변하는거같아요영양제 뿌려주면 될까요?희석해서 뿌릴까요?
0,https://band.us/band/86294308/post/155,노정기,2022년 10월 27일 오후 6:31,40 읽음,왜 틀릴까요? 녹보수 물꽂이 했는데... 한개는 뿌리가 잘 나오고 나머지는 다 저렇네요...
0,https://band.us/band/86294308/post/156,유창기,2022년 10월 28일 오전 7:06,46 읽음,청짜보 잎과 가지가 점점 노랗게 변해요 ㅠ물은 1-2일마다 주고 있습니다!
0,https://band.us/band/86294308/post/157,김현령,2022년 10월 29일 오전 9:00,33 읽음,안녕하세요  이번에  아들 결혼 시키면서 화환대신  해피트리를 선물받았습니다제가  꽝손이라 많이 죽어 나갔던터라  자신이 없어 올리게 되었습니다많은 도움 부탁드립니다~~><
0,https://band.us/band/86294308/post/158,소피,2022년 10월 29일 오후 12:39,56 읽음,주문한 따사로운 햇볕이 도착 했는데 어떻게 사용해야 하나요?뿌리를 잘 내려야 하는데 별 소식은 없고 잎과 제 마음만 타들어갑니다ㅜㅜ
0,https://band.us/band/86294308/post/159,고운림,2022년 10월 29일 오후 4:13,43 읽음,햇볕영양제 구입했는데 양을 어떻게 줘야할까요?
0,https://band.us/band/86294308/post/160,고운림,2022년 10월 29일 오후 4:15,49 읽음,다육과 선인장에는 줘야하나요?
0,https://band.us/band/86294308/post/161,고운림,2022년 10월 29일 오후 4:17,42 읽음,이런 나무에 있는 식물에도 줘도 되나요양은 얼만큼 줘야하구요?
0,https://band.us/band/86294308/post/162,박소현,2022년 10월 30일 오후 1:51,51 읽음,안녕하세요 나뭇잎 상태가 이상한것 같아 올려봅니다!한번 아팠다가 다시 잘 자랐는데최근에 귤은 아니지만 귤종류의 열매에곰팡이가 피어서 잘랐습니다.그리고 전반적으로 잎들이 초록색으로 진해지지않고연두색에 머물러 있거나 혹은 살짝 노란빛으로 바뀌는것 같습니다.식물을 처음 키워봐서 ㅠㅠ답변 주시면 감사하겠습니다.
0,https://band.us/band/86294308/post/163,박소민,2022년 10월 30일 오후 8:25,71 읽음,혹시 이건 곰팡이 인가요? 흙 위에 알갱이처럼 나 있어요..
0,https://band.us/band/86294308/post/164,이남경,2022년 10월 31일 오후 12:31,70 읽음,잎과 줄기부분에 다닥다닥 많이 붙어 있어서 닦아내었는데요.이게 뭘까요? 없애는 방법은 어떤게 있을까요?잎과 줄기가 진득하기도 해요
0,https://band.us/band/86294308/post/165,스텔라맘,2022년 10월 31일 오후 9:05,47 읽음,"집에 들어왔을땐 잎도 크고 줄기도 굵었는데점점 줄기며, 잎이며 왜소해지고 있는거 같아요. 아비스와 블루스타고사리는 2~3일에 한번씩 잎에  분무기로 물을 뿌려주고 , 햇빛을 피해 키웁니다  스파티필름(?!)은 1주일에 한번 물을 흠뻑줍니다. 오전에만 햇빛이 듭니다. 잘 키우고 있는지도 모르겠고, 꽃피우는시간 영양제를 한동안 열심히 뿌려주기도 했는데,어떠케 키워야 하나요"
0,https://band.us/band/86294308/post/166,서효숙,2022년 10월 31일 오후 9:16,53 읽음,"처음 화분들을 들여와서 키우고 있는데 경험이 부족해서 물주는 시기를 잘 모르겠더라구요..겉흙이 말랐을 때 주라고는 하는데 화분이 토분이 아닌경우엔 겉흙이 말랐어도 속이 축축해서 과습으로 많이 죽였어요^^;;; 그래서 흙에 꽂으면 수분을 측정하는 디지털 도구를 샀거든요. 도구로 측정할 때,가을이나 겨울엔 어느정도 깊이로 찔러서 확인해야할까요? 여름과는 다를까요?"
0,https://band.us/band/86294308/post/167,민경운,2022년 11월 1일 오후 8:20,56 읽음,따사로운 햇볕 덕분에 실내에서 동백이 꽃피우기 성공했습니다 ^^
0,https://band.us/band/86294308/post/168,임나은,2022년 11월 2일 오전 8:17,56 읽음,"컬러 녹비단입니다.너무 예뻐서 사긴했는데 쉽지가 않네요...ㅠㅠ거실 창틀에 놨구요.오전에 창을 통과한 햇빛이 점심 쯔음까지 비치고 물은 잎에 윤기가 사라지고 힘이 없을때 뜸뿍 주고있습니다.물을 주고나면 창문을 열어서 흙이 빨리 마를수 있도록 하거나 선풍기를 틀어 거리를 좀 두고 말려주거나 합니다.저희집은 아직 많이 춥지 않아 밤에서 새벽, 아침사이 온도는 창을 열어뒀을때 18~19정도 창을 닫았을땐 20~21도 정도 되고 낮에 창을 열었을때 20~21도 정도. 낮에 창을 닫을때는 추울때라 그땐 보일러를 켜서 약 23도까지 올리기도 합니다. 내일부턴 기온이 떨어진다니 밤낮없이 창을 닫고 서큘을 돌려야 할꺼같긴 하지만 지금은 열어두고 살아요환경은 이렇고...위 양쪽 아이들은 그래도 괜찮아 보이는데 앞에 아이가 자꾸 변해갑니다...ㅠㅠ"
0,https://band.us/band/86294308/post/169,2ha2,2022년 11월 2일 오후 4:54,62 읽음,스킨답서스 아르지리우스의 잎상태는 왜 어렇게 되는지 알려주실수있나요? ㅠㅠ 감사합니다!
0,https://band.us/band/86294308/post/170,덕겸선생,2022년 11월 3일 오후 5:52,71 읽음,안녕하세요. 제가 키우는 산세베리아가 이렇게 되고 있어요. 여러가지 노력을 하고 있지만 잘안되네요.
0,https://band.us/band/86294308/post/171,서준.상현.도연맘,2022년 11월 3일 오후 8:17,44 읽음,안녕하세요.오랜만에 글쓰는거 같아요~~저희아이들이 상추씨앗을 마구마구뿌렸는데 잘자라고있습니다.베란다에서 크고있는데 거실로옮겨야될까요? 씨앗으로 먹을수있게 클수는없겠져?모종으로보다가 씨앗이 크는거보니 힘이 많이 없어보이더라구요.
0,https://band.us/band/86294308/post/172,염기태,2022년 11월 4일 오후 1:52,53 읽음,테이블야자로 알고있는데 여름에는 싱싱 하던 놈이 및 둥이 까맣게 변하면서 시들해지고 잎들도 검은 점이 많이 생기면서 맥을 못추네요.무슨 연유인지 알려주시면 고맙겠습니다.
0,https://band.us/band/86294308/post/173,서효숙,2022년 11월 5일 오후 7:46,74 읽음,"몬스테라 수형잡기가 너무 어려워요..한쪽만 풍성하고 다른 쪽은 휑~~한데요,풍성한 쪽 가지를 좀 쳐야할까요?휑한쪽을 풍성하게 하려면 너무 당겨와야해서..부러질까봐 당기질 못하겠어요..몬스테라 수형잡기 쉽게 설명해주실 분 계실까요?^^초보인데 큰 화분을 사서..어렵네요."
0,https://band.us/band/86294308/post/174,김보배,2022년 11월 7일 오후 1:11,53 읽음,"사무실에서 키우던 이 아이가 시들시들 했었는데,식물 영양제 스프레이 자주 해줬더니 건강해졌습니다!광도 예쁘게 나구요.근데 주말 지나고 갑자기 화분 배수가 안되는데 왜그럴까요 ㅠㅠ 시간이 지나도 계속 물이 차있고, 한방울도 내려오지 않습니다 .. 어떻게 하면 좋을까요?"
0,https://band.us/band/86294308/post/175,류지은,2022년 11월 7일 오후 2:53,60 읽음,안녕하세요! 가입인사겸이런 식물병원 소통할곳이 생겨 넘 좋아서마침 마음아프게 하는 호야 서펜스이상 증상을 올려봅니다ㅜㅜ가지가 마르고 잎이 안나고급기야 두두둑 떨어집니다잎자체는 멀쫑한데 줄기가 말라가요ㅜㅜ 집은 남향에 창문 열린곳 앞에서 키우고 잇어요
0,https://band.us/band/86294308/post/176,채선경,2022년 11월 8일 오후 12:14,87 읽음,안녕하세요~거실에서쑥쑥 문제없이 잘자라던 녀석이 왜이러지요?입이 쳐지고 잎에 누런 얼룩이 있어요 노란약도 먹이고 꽃피는영양제도 뿌려주고 …제가 어떻게해야할까요~?지금은 남향베란다에 내놓았어요 ㅠㅠ
0,https://band.us/band/86294308/post/177,박규리,2022년 11월 9일 오후 6:04,65 읽음,겨울이라 애들 안쪽으로 들여오고식물등 달아주고 잘때 부터 아침 까지 켜주는데 괜찮은거겠죠? 시간이 너무 긴건가  싶은데 혹시 아시는분 계실까요?
0,https://band.us/band/86294308/post/178,복길,2022년 11월 11일 오후 6:25,39 읽음,안녕하세요 디시디아 애플이랑 넘쵸크를을 샀더니 코코칩나무에 심어져있어서 다 뜯어버리고 수경으로 넣어놨는데괜찮을까요.. 뜯고나니 후회가되네요 그냥 나무째로 많이 심던데ㅜㅜ 나무가 곰팡이 필까봐 뜯어버렸거든요..뿌리 잘나겠죠?
0,https://band.us/band/86294308/post/180,김지현/67/광주북구,2022년 11월 15일 오전 9:21,57 읽음,거북 알로카시 입니다.이파리가 왜이러죠??
0,https://band.us/band/86294308/post/181,김지현/67/광주북구,2022년 11월 15일 오전 9:23,61 읽음,알로카시아 입니다.전에도 이파리 테두리가 노랗게 변하면서 축쳐저서 잘라 냈습니다.새잎도 상태가 별로 안좋은듯 해서요..
0,https://band.us/band/86294308/post/182,꽃피우는시간,2022년 11월 15일 오후 1:27,44 읽음,"식물 해결사님들 감사해요~!🙏전에 공지 드렸던 식물 해결사 3분께따사로운햇볕 드리는 이벤트 선정된 분들 공개할게요!@이에이짝짝짝@초예@기쁨찾기축하드려요!제게 1:1대화로 주소, 연락처, 성함 알려주시면따사로운햇볕 햇빛보충제 리필형(1000ml) 발송해드릴게요.식물 사진만 보고 정확한 진단은 불가능하지요,그래서 제가 물 주기, 키우고 계신 환경 등등 자꾸 여쭤보는 거구요~!식물 증상에 대한 본인의 의견을 댓글로 달아주시는 분들이 많아지면집단 지성의 힘으로 더 좋은 진단을 내릴 수 있어요~!앞으로도 해결사 찾기 이벤트는 계속될 예정이에요.다시 한 번 감사드려요.#꽃피우는시간#식물영양제"
0,https://band.us/band/86294308/post/183,진,2022년 11월 17일 오후 9:20,52 읽음,요즘엔 루스커스가 초록이 참 예쁜거같아요가을이라 초록색보기힘든데 눈이 시원해지는 ~~~느낌
0,https://band.us/band/86294308/post/184,박소민,2022년 11월 18일 오전 10:04,58 읽음,화분 밑이나 화분 흙 안에서 벌레가 기어나오면 총채벌레 일까요..? 하얀벌레랑 회색 벌레 둘 다 있는데 어떤 벌레인지 모르겠어요..ㅜ솜깍지벌레랑 응애도 구분이 잘 안가요!
0,https://band.us/band/86294308/post/185,고운림,2022년 11월 18일 오전 11:40,75 읽음,식물 이름은 모르겠고 이런 현상은 왜 그런건가요?어떻게 해야하나요?
0,https://band.us/band/86294308/post/186,기쁨찾기,2022년 11월 18일 오후 7:41,70 읽음,저희집 식구들인데 제라늄이 점점 뼈라늄으로 변하고 있어요ㅠㅠ햇뼏도 뿌려주고 식물등도 켜 주었는데....맘이 아프네요😢😢😢
0,https://band.us/band/86294308/post/187,기쁨찾기,2022년 11월 18일 오후 7:52,59 읽음,무스카리를 작년 봄이 구입해서 계속 흙 속에 심어 놓았는데( 처음 접한 아이라서 구근을 캐야되는지 몰랐어요) 잎이 부추처럼 쭉쭉 자라 잘라주었는데 10일 만에 또 많이 자랐네요....지금이라도 구근을 캐서 말려야 될까요?¿
0,https://band.us/band/86294308/post/188,김수정,2022년 11월 19일 오후 6:23,66 읽음,오렌지자스민인데 사무실에서 키우고 여름에 꽃도 피웠어요. 가을 되니 또 새순도 나고 꽃봉오리도 생기나 싶더니 다 말라가요. 보니깐 화분에 영양제도 꽃아놨더라구요. 원인과 조치방법이 알고 싶어요. 그리고 마른잎이나 가지를 정리하면 가지만 앙상하게 남을 것 같은데 정리해도 될까요? 답변 부탁드려요.
0,https://band.us/band/86294308/post/189,양선자,2022년 11월 23일 오전 10:34,42 읽음,뿌리를 살려주는 영양제는 언제 발송되나요
0,https://band.us/band/86294308/post/190,강미경,2022년 11월 25일 오후 1:53,43 읽음,진궁 열매가 예쁘게 달렸어요
0,https://band.us/band/86294308/post/191,알콩달콩,2022년 11월 25일 오후 8:07,68 읽음,"금전수는 1년 반정도, 스투키는 2년 반정도 키운 후 3주전에 분갈이 해줬는데 금전수의 잎 끝이 조금씩 누렇게 변해가고 있어요.분갈이 전부터 잎이 말라가는것 같아서 급하게 분갈이 했습니다.스투키는 줄기만 말라가고 있었는데 꽃피우는 시간 영양제 받자마자 금전수에 듬뿍 뿌려주고 스투키에는 살짝 한번 뿌려줬는데 하나가 저렇게 누렇게되더니 죽어서 뽑아냈습니다ㅠㅠ금전수는 열심히 영양제 뿌려주고 있어요입이 반짝반짝 빛은 나는데 예전처럼 통통함 되찾을려면 또 무엇을 해줘야 할까요햇빛 정말 잘들어오는 정남향 베란다에서 쑥쑥 잘 크나 싶더니 어느순간 저렇게 되었습니다"
0,https://band.us/band/86294308/post/192,수경,2022년 11월 27일 오전 9:37,78 읽음,"안녕하세요. 아이비를 저면관수 방식으로 키워왔는데, 1년동안 그래도 괜찮았던 아이비가 갑자기 제일 길게 자란 가지에서 잎이 쫙 말라버리고 가지줄기만 남고, 그나마 남은 잎에서는"
0,https://band.us/band/86294308/post/193,건강,2022년 11월 27일 오전 9:57,77 읽음,식물 을 처음 키워보는왕 초보입니다 ᆢ화분에 물주다보니 어느순간 흙의 양이 조금식줄어드네요ㅎㆍㅎ혹  어떤 흙을 사용  해야되나요분갈이는 올 봄에 해야된다고해서
0,https://band.us/band/86294308/post/194,건강,2022년 12월 5일 오후 6:03,51 읽음,수경식물 을  키우다흙으로 분길이  해서키워도 되나요ㅎㆍㅎ
0,https://band.us/band/86294308/post/195,권영설,2022년 12월 5일 오후 6:54,58 읽음,안녕하세요 집에서10년이상 키우는 군자란입니다매년(위사진) 멋지고 예쁘게 꽃피던  우리아가  잎이좀  이상하다 싶더니  올겨울에는  잎이  저렇게 변했어요영양제도 주고했는데  어떡해야 할까요 분갈이도   해야 되는데 날씨가  추워져서  고민입니다   도와주세요 선생님의 고견부탁드립니다
0,https://band.us/band/86294308/post/196,박선미,2022년 12월 7일 오전 12:19,64 읽음,요즘 날씨 추워서 거실화분들 문닫아놓고 따사로운햇볕 주는데 목초냄새많이 나네요. 인체에 해롭지는 않을까요?
0,https://band.us/band/86294308/post/197,장지연,2022년 12월 7일 오전 1:06,59 읽음,안녕하세요. 왕 초보 식물집사 입니다. 이제 막 관심을 가지다 보니 모르는게 많네요. 얼마전 친구가 준 작은 커피나무가 있었는데 잘 키우다가 잎이 점점 이상해져 가서요.ㅠ 아래 사진이 분갈이 하기 전 상태 사이즈 입니다 지금은 좀 큰 화분에 옮겨 심었어요(화분이 커보이는것 같기도해요..) 1. 어린 커피나무 2개가 붙어있었는데 한개를 딸이 자름ㅠ 2. 이후 분갈이를 함 (이상 없음)      동그랗게 콩처럼 생긴 영양제를 구매하여 줌3. 잎 끝쪽에서부터 점이 생기는 것 처럼 색이 변함
0,https://band.us/band/86294308/post/198,도도도,2022년 12월 7일 오전 11:05,59 읽음,"새잎이 쑥쑥 나던 폴리시아스, 무늬파비앙이었는데...너무 위로 많이 자라서 윗부분 줄기를 잘랐더니그 이후로 잎들이 시들어요ㅠㅠ 자른것과 연관이 있는지는 모르겠지만..  그이후로 이러니 자르면 안되는 생장점을 자른건가 싶기도하구요ㅠㅠ왜이럴까요ㅠㅠ"
0,https://band.us/band/86294308/post/199,착한당신,2022년 12월 7일 오후 3:45,48 읽음,안녕하세요 ~~겨울 들어서 화초들 이파리들이 우수수 떨어지는데 건강에 문제가 있어서인지 조언 좀 부탁드립니다 ~오늘 영양제를 뿌려준 상태로 찍은 사진입니다
